restaurant name,category,rating,cost for two,area,locality,address,veg,long distance delivery,city
rajkamal mess & restaurant,"north indian,thalis,home food",3.9,200,gokulpeth,ravi nagar,"plot no.80, hill road, ramnagar, ravi nagar, nagpur",False,0,nagpur
dairy don supreme chat,"chaat,indian",3.8,100,dharampeth,dharampeth,"lg-9, dairy don, madhu madhav tower, laxmi bhavan squre, dharampeth, nagpur-440010",False,0,nagpur
sultan biryani,biryani,3.8,200,dharampeth,dharampeth,"flat no 102, satyam apartment canal road, gokulpeth, nagpur, nagpur urban, nagpur-1 (maharashtra)",False,0,nagpur
venky's chicken xperience,"snacks,indian,fast food",3.8,300,bajaj nagar,bajaj nagar,"plot no. 69, shop no. sh-2, west high court road, zone no.1, laxminagar, nagpur  440010",False,0,nagpur
dosa planet,"indian,snacks,south indian",3.8,200,dharampeth,dharampeth,"shop no. 3 & 4, thakur apartment, plot no. 2 tilak nagar, ravi nagar, amravati road, opp. university ground, nagpur",False,0,nagpur
the sandwich bar,"fast food,pizzas,burgers",3.8,250,wardhaman nagar,wardhaman nagar,shop no 06 sai plaza apartment near kacchi visa bhavan lakadganj zone no 8 lakadganj nagpur urban nagpur maharashtra,False,0,nagpur
d food mania,"pizzas,chinese,south indian",3.8,300,sitabuldi,sitabuldi,quarter no 94/1 somwari quarter nagpur zone no 5 hanumannagar urban  440009,False,0,nagpur
babulal ki kachori,"snacks,chaat",4.0,150,dharampeth,dharampeth,"634 f/40, shankar nagar, nagpur 440010",False,0,nagpur
khake dekh,"beverages,indian,snacks",3.8,250,bajaj nagar,bajaj nagar,"180 bajaj nagar near nbys ground nagpur 440010, zone no.1 -laxminagar, nagpur (urban), nagpur, maharashtra - 440010",False,0,nagpur
the pizza project,"pizzas,italian,beverages",3.9,350,khare town,bajaj nagar,"mnc hsg.no.251/2,plot no.1,swapnil rajni apartment,shop no.2 ground floor,whc road,beside chavhan ha, nagpur urban, nagpur-1 (maharashtra), - 440010",False,0,nagpur
grill the sandwich world,"pizzas,burgers,pastas,fast food,beverages,snacks",3.8,250,nandanvan ,sadar,"lalganj chakna chowk, near naik talav, behind girmaji saoji bhojnalaya, bangladesh, nagpur, nagpur urban, maharashtra - 440002",False,0,nagpur
china express,"biryani,chinese,continental",3.6,300,mahal,nandanvan,"388,old bagadganj,near nit hall,nagpur",False,0,nagpur
plan b burger bar,"american,fast food,beverages",4.2,800,bajaj nagar,bajaj nagar,"burger bar,vedant peridot,upper  ground floor central bazaar  road,bajaj nagar, nagpur urban, nagpur-1,  maharashtra-440027",False,0,nagpur
anna the restaurant,"north indian,chinese,biryani",4.0,400,bajaj nagar,bajaj nagar,"plot 42, central bazar road, utakarsh, bajaj nagar, nagpur",False,0,nagpur
harvey's burger,american,3.8,400,dharampeth,dharampeth,107 ravi bhawan shankar nagar nagpur nagpur urban nagpur maharashtra,False,0,nagpur
brussel's waffles,indian,3.8,300,khare town,milton sq.,"c/o dairy don, madhu madhav tower, dharampeth, nagpur",True,0,nagpur
shahi thaat baat,thalis,3.8,200,dharampeth,dharampeth,"flat no 102, satyam apartment canal road, gokulpeth, nagpur, nagpur urban, nagpur-1 (maharashtra)-440010",False,0,nagpur
tanjore - enter the deccan,"south indian,beverages",4.2,300,bajaj nagar,bajaj nagar,"ground floor, pathak house, abhyankar nagar road, near vnit, bajaj nagar, nagpur,bajaj nagar,nagpur",True,0,nagpur
mayura chinese fast food & juice,"chinese,fast food",3.7,250,c a road,wardhaman nagar,"mayura fast food, 137 nandanvan main road nagpur opp shravan hospital, nagpur",True,0,nagpur
smokin grills,pizzas,3.8,400,laxminagar,bajaj nagar,"plot 255/4, ganesh chambers, whc road, laxminagar square, bajaj nagar, nagpur",False,0,nagpur
chakna kitchen,"snacks,north indian,chinese",3.8,300,bajaj nagar,bajaj nagar,bajaj nagar road kaachipura ramdasapeth nagpur muncipal corporation zone 010 mangalwari nagpur maharashtra,False,0,nagpur
bfoodale,"indian,desserts",3.8,100,dharampeth,dharampeth,"plot no.36,b-3,sahyadri flats, cement road, shivaji nagar,nagpur -440010",False,0,nagpur
shri bhojan,indian,3.8,350,dharampeth,dharampeth,"20, shivshankar apartment, shankar nagar, nagpur- 440010, zone no. 2- dharampeth, nagpur(urban), nagpur, maharashtra- 440010",False,0,nagpur
bhukkad,"snacks,maharashtrian",3.8,100,sadar,jaripatka,"circle no 15/21,nr mandovkar hospital,iashkaribagh,kamal chowk,nagpur,440017,zone no 3,neharunagar,nagpurmaharashtra",False,0,nagpur
bangali babu sandwich,pizzas,3.8,200,khare town,dharampeth,"shop no1, madhu madhav tower, laxmi bhavan sq, near gokulpeth market , dharampeth , nagpur",False,0,nagpur
the spice king kitchen,"chinese,pastas,indian",3.8,300,sadar,sadar,"142, bezonbagh, nagpur, maharashtra 440014, india",False,0,nagpur
smokin burgers,fast food,3.8,250,bajaj nagar,bajaj nagar,"255/4 shree ganesh chambers, zone no.1 -laxminagar, nagpur 440022",False,0,nagpur
le coquet,"bakery,desserts,sweets",3.5,300,dharampeth,dharampeth,"shop g5, indu yash complex, cement road, ram nagar square, dharampeth extension - 440010",False,0,nagpur
vintage cafe,fast food,3.8,300,futala,ravi nagar,"ganesh tower, bharat nagar, amravati road, near ravi nagar, nagpur",True,0,nagpur
kareems,"mughlai,north indian,indian,tandoor,kebabs,seafood,desserts,beverages",4.0,300,byramji town,sadar,"ground floor, aman lifestyle nelson square, rajnagar, sadar, nagpur",False,0,nagpur
buland darbar,"north indian,biryani,indian,kebabs,mughlai,tandoor,chinese,snacks,fast food,beverages,seafood,lucknowi,hyderabadi",4.0,200,bajaj nagar,bajaj nagar,"plot 178, near basketball ground, bajaj nagar, nagpur, maharashtra 440010, india",False,0,nagpur
pintu saoji restaurant,"biryani,north indian,mughlai,maharashtrian",3.6,400,mahal,wardhaman nagar,"c.a. road,telephone exchange square, juni mangalwadi, jaisao wadi,lakadganj, nagpur",False,0,nagpur
momo g,chinese,3.8,100,nandanvan,nandanvan,near sbi atm nandnvan nagpur,False,0,nagpur
the green house - health cafe,"healthy food,beverages",3.8,300,dharampeth,dharampeth,"468 pacheriwala bhavan,  n bazar rd, opposite  kumar bakery,  gokulpeth, nagpur,  maharashtra 440010  zone no.2 - dharampeth  nagpur urban nagpur-1  maharashtra-440010",True,0,nagpur
the grilled station,"fast food,pizzas,beverages,snacks",3.8,200,dharampeth,dharampeth,"h no 433 dharampeth, nagpur 440010",False,0,nagpur
italy via punjab,"north indian,italian,beverages,desserts,seafood,mughlai,pastas",3.8,750,dharampeth,dharampeth,"shop no. 105 & 106, 1st floor, swapnil rajni complex, shivaji nagar, dharampeth, nagpur",False,0,nagpur
cafe 9 to 9,"beverages,fast food,desserts",3.8,299,nandanvan,nandanvan,plot no 425 house no 1064 anand nagar sangam talkies zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra 440024,True,0,nagpur
ufo fries & corn,"fast food,beverages,snacks",4.1,280,bajaj nagar,nagpur,plot no 43 ground floor shop bajaj nagar near vnit nagpur nagpur city maharashtra zone no 1 laxminagar nagpur urban nagpur 1 maharashtra,True,0,nagpur
aaicha swayampak maharashtrian restaurant,"maharashtrian,indian,beverages,combo",4.0,350,wardha road,chatrapati nagar,"4, akshat apartments, chhatrapati nagar, doctors colony, nagpur",True,0,nagpur
first sip,"chinese,beverages",3.8,200,ayodhya nagar,ayodhya nagar,"quarter no. 90/1 somwari quarter nagpur, zone no-5-hanumannagar, nagpur (urban), nagpur, maharashtra-440009",False,0,nagpur
hot sandwiches,"fast food,beverages",2.9,350,mahal,wardhaman nagar,"plot no 370,garoba maidan,chhapru nagar,thakre rickshaw garage",True,0,nagpur
snack bar express,"italian,continental",3.8,200,ayodhya nagar,ayodhya nagar,"quarter no. 90/1 somwari quarter nagpur, zone no-5-hanumannagar, nagpur (urban), nagpur, maharashtra-440009",False,0,nagpur
the pancake story,"bakery,desserts,fast food,beverages",4.5,300,bajaj nagar,bajaj nagar,"84 & 85, pathak house, abhyankar nagar, bajaj nagar, nagpur",False,0,nagpur
cafeana cafe studio and  lounge,"italian,american,snacks,beverages",3.8,400,nandanvan,nandanvan,"plot no.99/a, shivnagar, near  sangam talkies, tirangaa square,  nagpur, zone no.5-hanumannagar,  nagpur urban, nagpur-1, maharashtra -  440008",False,0,nagpur
cafe continental,"pizzas,snacks,north indian,chinese,desserts,beverages",3.8,200,ayodhya nagar,ayodhya nagar,"shop no 3, raj jyoti palace, kukde layout, rameshwari road, zone no.5- hanumannagar, nagpur-440027",False,0,nagpur
we feed more,indian,4.3,200,laxmi nagar,dharampeth,275 anant kamal complex laxmi nagar nagpur 440022,False,0,nagpur
brewin cafe,"fast food,pastas,snacks,desserts,beverages,salads",3.8,200,dharampeth,dharampeth,52a laxminagar nagpur 440022,False,0,nagpur
grameen kulfi,"ice cream,desserts",4.6,120,chindwada,achraj towers katol road,"shop no. g-301, achraj towers katol road, chindwada rd, sadar, nagpur, maharashtra 440013",True,0,nagpur
venu corner,"north indian,chinese,south indian,desserts",3.7,250,rameshwari,ayodhya nagar,"manewada road, bhoyar layout, ulhas nagar, rameshwari, nagpur",False,0,nagpur
food mohalla,"fast food,italian,pizzas,desserts,beverages,continental,snacks",3.0,300,bajaj nagar,bajaj nagar,"plot no.8, abhinav sankul, abhyankar nagar road, nagpur",False,0,nagpur
aroma cafe,"pizzas,pastas,snacks,beverages",3.8,200,nandanvan,nandanvan,"lalganj chakna chowk, near naik talav, behind girmaji saoji bhojnalaya, bangladesh, nagpur, nagpur urban, maharashtra - 440002",True,0,nagpur
domchinoz,"pizzas,fast food",3.8,250,nandanvan ,sadar,"lalganj chakna chowk, near naik talav, behind girmaji saoji bhojnalaya, bangladesh, nagpur, nagpur urban, maharashtra - 440002",False,0,nagpur
goli vada pav no. 1- manewada road,"maharashtrian,north indian,fast food,street food",4.3,100,rameshwari,manewada,jawahar nagar opp union bank manewada road nagpur. shop no.1. goli vada pav. no.1,True,0,nagpur
namaste mexico,"mexican,beverages,continental,snacks",3.8,200,nandanvan,nandanvan,"454, anand nagar, tiranga chowk towards sakardara police station road nagpur 	440009",True,0,nagpur
inox,snacks,3.8,400,indora chowk,nagpur,"inox leisure ltd., jaswant tuli mall, kamptee road, indora chowk, nagpur  440017",False,0,nagpur
mr delicious,chinese,3.8,200,ayodhya nagar,ayodhya nagar,"quarter no. 90/1 somwari quarter nagpur, zone no-5-hanumannagar, nagpur (urban), nagpur, maharashtra-440009",False,0,nagpur
the ringer,"north indian,chinese",3.8,250,ayodhya nagar,ayodhya nagar,"quarter no. 90/1 somwari quarter nagpur, zone no-5-hanumannagar, nagpur (urban), nagpur, maharashtra-440009",False,0,nagpur
fresh bakes,bakery,3.8,300,dharampeth,dharampeth,"gurushankar apartments, tilak nagar, amrawato road, nagpur 440010",False,0,nagpur
food mania,"pizzas,chinese,snacks",3.8,200,sitabuldi,sitabuldi,quarter no 94/1 somwari quarter nagpur zone no 5 hanumannagar urban  440009,False,0,nagpur
bani's kitchen,beverages,3.8,200,kamptee,kamptee,f no 302 karamshil highi ambedkar marg nagpur 441106,True,0,nagpur
salado,salads,3.8,300,sadar,sadar,"circle no 15/21,nr mandovkar hospital,lashkaribagh,kamal chowk ,nagpur 440017, zone no.3 - neharunagar, nagpur (urban), nagpur, maharashtra - 440017",False,0,nagpur
coffeeboo,beverages,3.8,700,sadar,sadar,"shop no 5, upper level of jaideo aptelcet, b.t. nagpur",False,0,nagpur
tasty to go,"fast food,beverages,snacks",3.8,180,bajaj nagar,bajaj nagar,plot no 20 ground floor shivshankar apartment near bajaj nagar shankar nagar nagpur 440010 zone no 10 mangalwari nagpur urban nagpur 1 maharashtra,False,0,nagpur
pooja ki rasoi,"indian,snacks,biryani",3.8,250,sadar,sadar,ramteke house gali no 10 behind nit garden lashkaribagh nagpur,False,0,nagpur
mumbai vada pav,"snacks,desserts",3.8,100,nandanvan,nandanvan,"h.no. 304, marwadi chowk, itwari station road, nagpur, nagpur urban, nagpur - 1, maharashtra - 440002",True,0,nagpur
curry leaves,"south indian,biryani,seafood,beverages",3.8,200,sadar,sadar,"d/105, shubham building, jagat  co op housing society,  bayramji town nagpur, nagpur  (urban), nagpur, , maharashtra,  440013",False,0,nagpur
ruchkar assal maharashtrian vyanjan,maharashtrian,4.2,250,bajaj nagar,bajaj nagar,"218, south ambazari road, near vijaya bank, bajaj nagar, nagpur",False,0,nagpur
goli vada pav abhiyankar nagar,"snacks,beverages,fast food",4.1,250,abhiyankar,bajaj nagar,"shop no 01 abhinav sankul apartment besinde patak house abhiyankar nagar road bajaj nagar nagpur , zone no.1 -laxminagar, nagpur urban, nagpur-1, maharashtra - 440011",True,0,nagpur
arabica coffee cafe,"beverages,fast food,snacks,pizzas",3.8,300,bajaj nagar,bajaj nagar,"bajaj nagar chowk , near diksha bhoomi , nagpur , zone no-3  neharunagar , nagpur urban , nagpur-1  maharashtra -440010",False,0,nagpur
chow palace,chinese,3.8,200,bajaj nagar,bajaj nagar,"plot no.168,near shivaji nagar,shivaji garden,shankar nagar, nagpur urban, nagpur-1 (maharashtra), - 440010",False,0,nagpur
foody corridor 7,"pizzas,italian-american,fast food,chinese,south indian,beverages",3.8,150,ayodhya nagar,ayodhya nagar,"qtr no.94/1  somwari quator near datta mandir, gajanan mandir rd, somwaripeth, nagpur, maharashtra 440024, india",False,0,nagpur
sandwich story,"fast food,pizzas,beverages,american",3.5,200,dharampeth,dharampeth,"c/o. waman u papadkar, 189 ram nagar, ploe no. 506 c, nagpur, zone no.2 -dharampeth, nagpur urban,nagpur-1, maharashtra - 440010",False,0,nagpur
mad over pizza,"pizzas,fast food,beverages",2.8,200,dharampeth,dharampeth,"c/o waman u papadkar, 189 ram nagar, ploe no 506 c, nagpur one no. 2, dharampeth, nagpur",False,0,nagpur
pizza station,"pizzas,snacks,italian,tandoor,continental,indian",3.8,250,nandanvan ,nandanvan,"lalganj chakna chowk, near naik talav, behind girmaji saoji bhojnalaya, bangladesh, nagpur, nagpur urban, maharashtra - 440002",False,0,nagpur
aroma headquater,"pizzas,burgers,pastas,fast food,beverages",3.8,250,nandanvan ,nandanvan,"lalganj chakna chowk, near naik talav, behind girmaji saoji bhojnalaya, bangladesh, nagpur, nagpur urban, maharashtra - 440002",True,0,nagpur
oregano pizza hub,pizzas,3.8,200,dharampeth,dharampeth,"c/o. waman u papadkar, 189 ram nagar, ploe no. 506 c, nagpur, zone no.2 -dharampeth, nagpur urban,nagpur-1, maharashtra - 440010",False,0,nagpur
rajesh samosa,street food,4.3,100,wardha road,vivekanand nagar,"deo nagar, near vivekanand nagar, nagpur",True,0,nagpur
nagpurian bakers,"bakery,chinese,beverages",3.8,200,dharampeth,dharampeth,"house no. 684 telangkhedi nagpur, zone - 2, dharampeth, nagpur- 440010",True,0,nagpur
maharashtrian swayampak ghar,maharashtrian,3.7,250,bajaj nagar,bajaj nagar,"218, abhyankar nagar ext., abhyankar nagar, nagpur",True,0,nagpur
holy oregano,"pizzas,american,snacks,indian",4.0,300,ayodhya nagar,nandanvan,"space tower, maharashtra major state highway 9, ayurvedic layout, raghuji nagar, nagpur, maharashtra, india",False,0,nagpur
shelokar warhadi tadka,north indian,3.8,250,rameshwari,nandanvan,c.t bus stop sakkardapa choudhary hospital jawal nagpur,True,0,nagpur
kathmandu nepal momos,chinese,3.8,200,bajaj nagar,bajaj nagar,"plot no. 86, subhash nagar, nagpur,  zone no.5-hanumannagar, nagpur urban,  nagpur-1, maharashtra - 440022",False,0,nagpur
kathmandu momos,chinese,3.8,200,bajaj nagar,bajaj nagar,"plot no. 86, subhash nagar, nagpur,  zone no.5-hanumannagar, nagpur urban,  nagpur-1, maharashtra - 440022",False,0,nagpur
nagpur mastani,beverages,3.8,200,bajaj nagar,bajaj nagar,"plot no. 86, subhash nagar, nagpur,  zone no.5-hanumannagar, nagpur urban,  nagpur-1, maharashtra - 440022",False,0,nagpur
naan wrap,indian,3.8,250,bajaj nagar,bajaj nagar,"255/4 shree ganesh chambers, zone no.1 -laxminagar, nagpur",False,0,nagpur
night world popular cafe,"fast food,beverages,snacks",3.8,200,wardha road,wardha road,plot no 628/a ajni square behind ajit bakery wardha road nagpur 440015 zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra,False,0,nagpur
cake o clock,bakery,3.8,600,bajaj nagar,bajaj nagar,cake o lock jafar nagar zone no 2 dharampeth nagpur urban nagpur 1 maharashtra,True,0,nagpur
patnes tandoori tadka,chinese,3.8,399,bajaj nagar,bajaj nagar,"plot no. 86, subhash nagar, nagpur,  zone no.5-hanumannagar, nagpur urban,  nagpur-1, maharashtra - 440022",False,0,nagpur
asha's kitchen,"chinese,north indian,indian",3.8,200,wardha road,wardha road,plot no 628/a ajni square behind ajit bakery wardha road nagpur 440015 zone no 5 hanumannagar nagpur urban nagpur 1 maharashtra,False,0,nagpur
dna sandwich.com,"fast food,italian-american,snacks",3.8,300,nandanvan,nandanvan,"h.no.1193/a p.no.80, old nandanwan, nagpur, zone no.3 -neharunagar, nagpur (urban), nagpur, maharashtra -",False,0,nagpur
midtown milkshakes,beverages,3.8,250,nandanvan,nandanvan,"plot no-232, shop no-10, shardha  apartment, new nandanvan cement  road, zone no.3 -neharunagar, nagpur  urban, nagpur-1, maharashtra - 440009",True,0,nagpur
biryani aladin,biryani,3.8,200,mahal,nandanvan,"388,old bagadganj,near n.i.t. hall,nagpur, district - nagpur-1, state - maharashtra - 440008",False,0,nagpur
corn king,chinese,3.8,300,nandanvan,nandanvan,"near sbi atm nandanvan nagpur, zone  no.3 -neharunagar, nagpur (urban),  nagpur, maharashtra - 440008",False,0,nagpur
oye its sandwich,indian,3.0,250,mahal,nandanvan,"388,old bagadganj,near n.i.t hall,nagpur, district - nagpur-1, state - maharashtra",False,0,nagpur
sheru bhai biryani center and tandoori chicken,"biryani,tandoor",4.1,300,ayodhya nagar,ayodhya nagar,"plot no 13 nilkanth apartment opp nit garden dattatraya nagar , nagpur (urban), nagpur, maharashtra,440024",False,0,nagpur
shake king,"beverages,fast food,pizzas,desserts",3.8,150,nandanvan,nandanvan,"388,old bagadganj,near nit hall,nagpur 440008",False,0,nagpur
hungry tummy,"indian,north indian,thalis",3.8,300,sadar,sadar,"110, fating building, mangalwari bazar road, nai basti, new colony, nagpur	440001",False,0,nagpur
